Season,Round,Circuit,Driver,LapNumber,LapTime_s,Compound,TyreLife,IsPit,Label,anomaly_score,error_Speed,error_Throttle,error_Brake,error_RPM,error_nGear,dominant_channel,elevated_channels,failure_mode
2024,13,Hungarian Grand Prix,PIA,27,82.747,HARD,10,False,normal,0.020735129714012146,0.0008417940116487443,0.01663052849471569,0.051011644303798676,0.005218002013862133,0.002329405630007386,Brake,['Brake'],brake_system
2024,13,Hungarian Grand Prix,PIA,36,84.193,HARD,19,False,normal,0.010545037686824799,0.0016479541081935167,0.02134186029434204,0.03670014441013336,0.005327462684363127,0.003991825506091118,Brake,['Brake'],brake_system
2024,13,Hungarian Grand Prix,NOR,67,85.666,MEDIUM,23,False,normal,0.043564632534980774,0.007776177953928709,0.08510112762451172,0.1075061783194542,0.008099842816591263,0.01645173318684101,Brake,"['Speed', 'Throttle', 'Brake', 'nGear']",complex_multi_channel
2024,13,Hungarian Grand Prix,NOR,68,86.787,MEDIUM,24,False,normal,0.051734764128923416,0.028216548264026642,0.1308072954416275,0.15098518133163452,0.025150097906589508,0.038266777992248535,Brake,"['Speed', 'Throttle', 'Brake', 'RPM', 'nGear']",complex_multi_channel
2024,13,Hungarian Grand Prix,VER,63,88.648,MEDIUM,14,False,normal,0.09642860293388367,0.03300223499536514,0.15075178444385529,0.1566891074180603,0.026682984083890915,0.0326387844979763,Brake,"['Speed', 'Throttle', 'Brake', 'RPM', 'nGear']",complex_multi_channel
2024,13,Hungarian Grand Prix,SAI,33,83.269,HARD,12,False,normal,0.049819305539131165,0.006315269507467747,0.08384504914283752,0.12152262032032013,0.006507343612611294,0.007710664067417383,Brake,"['Throttle', 'Brake']",complex_multi_channel
2024,13,Hungarian Grand Prix,SAI,69,83.076,MEDIUM,22,False,normal,0.015611501410603523,0.0011225520865991712,0.014698377810418606,0.0526348315179348,0.004475697409361601,0.0030528896022588015,Brake,['Brake'],brake_system
2024,13,Hungarian Grand Prix,PER,2,87.372,HARD,2,False,normal,0.02205311879515648,0.002288142219185829,0.02839638665318489,0.0665130540728569,0.0059108370915055275,0.007764654699712992,Brake,['Brake'],brake_system
2024,13,Hungarian Grand Prix,PER,4,86.364,HARD,4,False,normal,0.015249950811266899,0.007473255507647991,0.04571413993835449,0.051647186279296875,0.010378747247159481,0.008314366452395916,Brake,"['Throttle', 'RPM']",engine_response
2024,13,Hungarian Grand Prix,PER,20,84.827,HARD,20,False,normal,0.016081376001238823,0.0014507676241919398,0.022389963269233704,0.037508994340896606,0.005280351731926203,0.0041682603769004345,Brake,['Brake'],brake_system
2024,13,Hungarian Grand Prix,PER,33,82.536,MEDIUM,5,False,normal,0.023955516517162323,0.0029149644542485476,0.03256860375404358,0.07074293494224548,0.008115635253489017,0.006587082054466009,Brake,['Brake'],brake_system
2024,13,Hungarian Grand Prix,TSU,31,83.848,HARD,2,False,normal,0.03315170109272003,0.0014250711537897587,0.025809846818447113,0.1152811124920845,0.006105510517954826,0.004158427007496357,Brake,['Brake'],brake_system
2024,13,Hungarian Grand Prix,TSU,46,84.108,HARD,17,False,normal,0.030044903978705406,0.0008078550454229116,0.017543775960803032,0.12451913952827454,0.00523815443739295,0.0035263216122984886,Brake,['Brake'],brake_system
2024,13,Hungarian Grand Prix,ALO,25,85.379,MEDIUM,19,False,normal,0.020675750449299812,0.0018842645222321153,0.029845260083675385,0.05048804730176926,0.004624227061867714,0.005027149338275194,Brake,['Brake'],brake_system
2024,13,Hungarian Grand Prix,RIC,69,88.092,HARD,41,False,normal,0.03378894180059433,0.00498206028714776,0.05608805641531944,0.08701575547456741,0.012293867766857147,0.00725424662232399,Brake,"['Throttle', 'Brake', 'RPM']",complex_multi_channel
2024,13,Hungarian Grand Prix,HUL,59,86.496,HARD,30,False,normal,0.03165054693818092,0.004082022700458765,0.056181006133556366,0.08380061388015747,0.00917728990316391,0.0044465740211308,Brake,"['Throttle', 'Brake']",complex_multi_channel
2024,13,Hungarian Grand Prix,HUL,66,88.909,HARD,37,False,normal,0.038933563977479935,0.006044058594852686,0.059772513806819916,0.09040364623069763,0.007244379725307226,0.008709955029189587,Brake,"['Throttle', 'Brake']",complex_multi_channel
2024,13,Hungarian Grand Prix,ALB,56,85.799,HARD,27,False,normal,0.019185863435268402,0.0020222123712301254,0.04670698940753937,0.05067159980535507,0.004482965916395187,0.005166014656424522,Brake,['Throttle'],driver_error_or_ers
2024,13,Hungarian Grand Prix,ALB,62,87.412,HARD,33,False,normal,0.03203039616346359,0.011910803616046906,0.07808500528335571,0.08138012140989304,0.013456764630973339,0.01228369027376175,Brake,"['Speed', 'Throttle', 'Brake', 'RPM', 'nGear']",complex_multi_channel
2024,13,Hungarian Grand Prix,ALB,63,89.563,HARD,34,False,normal,0.04098264127969742,0.005958352703601122,0.07791662961244583,0.09940536320209503,0.009752786718308926,0.008994429372251034,Brake,"['Throttle', 'Brake', 'RPM']",complex_multi_channel
2024,13,Hungarian Grand Prix,ALB,67,84.987,HARD,38,False,normal,0.022618481889367104,0.0033512357622385025,0.025870103389024734,0.05857750400900841,0.005220613442361355,0.006616838742047548,Brake,['Brake'],brake_system
2024,13,Hungarian Grand Prix,MAG,56,85.837,HARD,22,False,normal,0.032437555491924286,0.004385063424706459,0.0725724995136261,0.08470289409160614,0.009753892198204994,0.007146133575588465,Brake,"['Throttle', 'Brake', 'RPM']",complex_multi_channel
