k,threshold,precision,recall,f1,n_flagged
1.0,-157.0798897024524,0.00778816199376947,0.17543859649122806,0.014914243102162566,1284
1.5,-153.71809667864042,0.015267175572519083,0.07017543859649122,0.025078369905956112,262
2.0,-150.35630365482845,0.0,0.0,0.0,46
2.5,-146.99451063101648,0.0,0.0,0.0,8
3.0,-143.63271760720448,0.0,0.0,0.0,3
3.5,-140.2709245833925,0.0,0.0,0.0,1
4.0,-136.90913155958054,0.0,0.0,0.0,1
